CFOP,DESCRIÇÃO,APLICAÇÃO,
1.908,Entrada de bem por conta de contrato de comodato,Classificam-se neste código as entradas de bens recebidos em cumprimento de contrato de comodato.,
1.909,Retorno de bem remetido por conta de contrato de comodato,Classificam-se neste código as entradas de bens recebidos em devolução após cumprido o contrato de comodato.,
1.91,"Entrada de bonificação, doação ou brinde","Classificam-se neste código as entradas de mercadorias recebidas a título de bonificação, doação ou brinde.",
1.911,Entrada de amostra grátis,Classificam-se neste código as entradas de mercadorias recebidas a título de amostra grátis.,
1.912,Entrada de mercadoria ou bem recebido para demonstração,Classificam-se neste código as entradas de mercadorias ou bens recebidos para demonstração.,
1.913,Retorno de mercadoria ou bem remetido para demonstração,Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para demonstração.,
1.914,Retorno de mercadoria ou bem remetido para exposição ou feira,Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para exposição ou feira.,
1.915,Entrada de mercadoria ou bem recebido para conserto ou reparo,Classificam-se neste código as entradas de mercadorias ou bens recebidos para conserto ou reparo.,
1.916,Retorno de mercadoria ou bem remetido para conserto ou reparo,Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para conserto ou reparo.,
1.917,Entrada de mercadoria recebida em consignação mercantil ou industrial,Classificam-se neste código as entradas de mercadorias recebidas a título de consignação mercantil ou industrial.,
1.918,Devolução de mercadoria remetida em consignação mercantil ou industrial,Classificam-se neste código as entradas por devolução de mercadorias remetidas anteriormente a título de consignação mercantil ou industrial.,
1.919,"Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial","Classificam-se neste código as entradas por devolução simbólica de mercadorias vendidas ou utilizadas em processo industrial, remetidas anteriormente a título de consignação mercantil ou industrial.",
1.92,Entrada de vasilhame ou sacaria,Classificam-se neste código as entradas de vasilhame ou sacaria.,
1.921,Retorno de vasilhame ou sacaria,Classificam-se neste código as entradas em retorno de vasilhame ou sacaria.,
1.922,Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro,Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de compra para recebimento futuro.,
1.923,"Entrada de mercadoria recebida do vendedor remetente, em venda à ordem","Classificam-se neste código as entradas de mercadorias recebidas do vendedor remetente, em vendas à ordem, cuja compra do adquirente originário, foi classificada nos códigos 1.120 - Compra para industrialização, em venda à ordem, já recebida do vendedor remetente ou 1.121 - Compra para comercialização, em venda à ordem, já recebida do vendedor remetente.",
1.924,"Entrada para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente","Classificam-se neste código as entradas de insumos recebidos para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.",
1.925,"Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente","Classificam-se neste código o retorno dos insumos remetidos por conta e ordem do adquirente, para industrialização e incorporados ao produto final pelo estabelecimento industrializador, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente.",
1.926,Lançamento efetuado a título de reclassificação de mercadoria decorrente de formação de kit ou de sua desagregação,Classificam-se neste código os registros efetuados a título de reclassificação decorrente de formação de kit de mercadorias ou de sua desagregação.,
1.931,"Lançamento efetuado pelo tomador do serviço de transporte, quando a responsabilidade de retenção do imposto for atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não-inscrito na Unidade da Federação onde se tenha iniciado o serviço.","Lançamento efetuado pelo tomador do serviço de transporte realizado por transportador autônomo ou por transportador não-inscrito na Unidade da Federação onde se tenha iniciado o serviço, quando a responsabilidade pela retenção do imposto for atribuída ao remetente ou alienante da mercadoria.",
,,,
,, (ACR Ajuste SINIEF 03/2004) (DECRETO Nº 26.810/2004))(efeitos a partir 01.01.2005),
1.932,Aquisição de serviço de transporte iniciado em Unidade da Federação diversa daquela onde esteja inscrito o prestador,Aquisição de serviço de transporte que tenha sido iniciado em Unidade da Federação diversa daquela onde o prestador esteja inscrito como contribuinte. (ACR Ajuste SINIEF 03/2004) (DECRETO Nº 26.810/2004) (efeitos a partir 01.01.2005),
1.933,Aquisição de serviço tributado pelo Imposto sobre Serviços de Qualquer Natureza (Ajuste SINIEF 06/2005) (NR),"Aquisição de serviço, cujo imposto é de competência municipal, desde que informado em Nota Fiscal modelo 1 ou 1-A. (NR Ajuste SINIEF 06/2005) (DECRETO Nº 26.868/2006 - efeitos a partir 01.01.2006)",
1.934,Entrada simbólica de mercadoria recebida para depósito fechado ou armazém geral,"Classificam-se neste código as entradas simbólicas de mercadorias recebidas para depósito em depósito fechado ou armazém geral, cuja remessa tenha sido classificada pelo remetente no código ""5.934 - Remessa simbólica de mercadoria depositada em armazém geral ou depósito fechado AJUSTE SINIEF 14, DE 11 DE DEZEMBRO DE 2009 (efeitos a partir de 1º de julho de 2010) - DECRETO 36.465/2011",
,,,
,"AJUSTE SINIEF 14, DE 11 DE DEZEMBRO DE 2009( efeitos a partir de 1º de julho de 2010) - DECRETO 36.465/2011",,
1.949,Outra entrada de mercadoria ou prestação de serviço não especificada,Classificam-se neste código as outras entradas de mercadorias ou prestações de serviços que não tenham sido especificadas nos códigos anteriores.,
2,ENTRADAS OU AQUISIÇÕES DE SERVIÇOS DE OUTROS ESTADOS,"Classificam-se, neste grupo, as operações ou prestações em que o estabelecimento remetente esteja localizado em unidade da Federação diversa daquela do destinatário",
,,,
2.1,"COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS (NR Ajuste SINIEF 05/2005  (Decreto 28.868/2006)", Início,
,,,
,,"(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)",
2.101,Compra para industrialização ou produção rural (NR Ajuste SINIEF 05/2005) (Decreto 28.868/2006),"Compra de mercadoria a ser utilizada em processo de industrialização ou produção rural, bem como a entrada de mercadoria em estabelecimento industrial ou produtor rural de cooperativa, recebida de seus cooperados ou de estabelecimento de outra cooperativa.",
,,,
,,"(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)",
2.102,Compra para comercialização,Classificam-se neste código as compras de mercadorias a serem comercializadas. Também serão classificadas neste código as entradas de mercadorias em estabelecimento comercial de cooperativa recebidas de seus cooperados ou de estabelecimento de outra cooperativa.,
2.111,Compra para industrialização de mercadoria recebida anteriormente em consignação industrial,"Classificam-se neste código as compras efetivas de mercadorias a serem utilizadas em processo de industrialização, recebidas anteriormente a título de consignação industrial.",
2.113,"Compra para comercialização, de mercadoria recebida anteriormente em consignação mercantil",Classificam-se neste código as compras efetivas de mercadorias recebidas anteriormente a título de consignação mercantil.,
2.116,Compra para industrialização ou produção rural originada de encomenda para recebimento futuro (NR Ajuste SINIEF 05/2005) (Decreto 28.868/2006),"Compra de mercadoria a ser utilizada em processo de industrialização ou produção rural, quando da entrada real da mercadoria, cuja aquisição tenha sido classificada no código ""2.922 – Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro"".",
,,,
,,"(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)",
2.117,Compra para comercialização originada de encomenda para recebimento futuro,"Classificam-se neste código as compras de mercadorias a serem comercializadas, quando da entrada real da mercadoria, cuja aquisição tenha sido classificada no código 2.922 - Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro.",
2.118,"Compra de mercadoria para comercialização pelo adquirente originário, entregue pelo vendedor remetente ao destinatário, em venda à ordem","Classificam-se neste código as compras de mercadorias já comercializadas, que, sem transitar pelo estabelecimento do adquirente originário, sejam entregues pelo vendedor remetente diretamente ao destinatário, em operação de venda à ordem, cuja venda seja classificada, pelo adquirente originário, no código 6.120 - Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem.",
